Job Title,Job Qualifications,URL,Type,Work Hours,Kota,Georeferenced,Longitude,Latitude
"Senior Analyst, Key Account Management-Surabaya","Analytical Skills, Communication, Business Insights, Key Account Management, Key Accounts, Market Data, Negotiation, New Business Opportunities, Sales Target Management, Strategic Accounts",https://www.linkedin.com/jobs/search/?currentJobId=4018199570&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=50,On-site,Full-time,Muarajawa,POINT (117.25127801657455 -0.8262358101933909),117.25127801657455,-0.8262358101933909
Network Data Analyst,"Data Analytics, Data Modeling, Data Science, Data Visualization, Critical Thinking, Data Architecture, Data Models, Information Graphics, Presentations, Technical Proficiency",https://www.linkedin.com/jobs/search/?currentJobId=4001436716&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=50,On-site,Full-time,Jakarta,POINT (106.84634081531794 -6.196639809431919),106.84634081531794,-6.196639809431919
Data & Analytics (Sharia),Analytics,https://www.linkedin.com/jobs/search/?currentJobId=4017994509&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=50,Hybrid,Full-time,Jakarta,POINT (106.84634081531794 -6.196639809431919),106.84634081531794,-6.196639809431919
"Domain Consultant - Cortex, Indonesia","Cortex, Customer Experience Management, Customer-Focused Selling, Cyber Threat Hunting (CTH), Embraces Change, High-Level Design, Level Design, Problem Finding, Security Information and Event Management (SIEM), Value Realization",https://www.linkedin.com/jobs/search/?currentJobId=4008206932&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=50,On-site,Full-time,Jakarta,POINT (106.84634081531794 -6.196639809431919),106.84634081531794,-6.196639809431919
Data Architect,Databases and Hadoop,https://www.linkedin.com/jobs/search/?currentJobId=3943333431&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=50,On-site,Full-time,Tangerang,POINT (106.65 -6.15),106.65,-6.15
Search Quality Rater - Indonesia,"Communication, Teamwork, English, Online Research",https://www.linkedin.com/jobs/search/?currentJobId=4008271945&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=50,Remote,Part-time,Indonesia,POINT (117.343188 -0.878596),117.343188,-0.878596
"Regional Domain Consultant - Cortex, Indonesia","Customer Experience Management, Cyber Threat Hunting (CTH), EDR, Embraces Change, High-Level Design, Level Design, Problem Finding, Security Incident Response, Security Information and Event Management (SIEM), Value Realization",https://www.linkedin.com/jobs/search/?currentJobId=4008294046&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=50,On-site,Full-time,Jakarta,POINT (106.84634081531794 -6.196639809431919),106.84634081531794,-6.196639809431919
Data Contributor,"Data Entry, Email, Information Technology, and Spam Filtering",https://www.linkedin.com/jobs/search/?currentJobId=3960232487&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=50,Remote,Contract,Bekasi,POINT (106.95 -6.2),106.95,-6.2
"Psychometrician, 2 Hour Learning (Remote) - $100,000/year USD","Artificial Intelligence (AI), Content Development, Educational Assessment, Educational Measurement, Generative AI, Item Response Theory, Psychometrics, Relevance, Rubrics, Test Design",https://www.linkedin.com/jobs/search/?currentJobId=4017078649&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=50,Remote,Full-time,Denpasar,POINT (115.21671667855678 -8.671656304136919),115.21671667855678,-8.671656304136919
Advanced Analysis Engineer Level I (Contract Based),"Communication, Abaqus, Computational Fluid Dynamics (CFD), Computer Software Training, Computer-Aided Engineering (CAE), Finite Element Analysis (FEA), Mathematical Modeling, Presales, Presentations, Software Sales",https://www.linkedin.com/jobs/search/?currentJobId=3956771659&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=50,Hybrid,Full-time,Jakarta,POINT (106.84634081531794 -6.196639809431919),106.84634081531794,-6.196639809431919
Senior Database Engineer – (Product Support Team – PostgreSQL) (Bangkok based),"Data Modeling, Database Development, SQL, Data Architecture, Database Design, Databases, PostgreSQL, Query Optimization, Query Writing, Stored Procedures",https://www.linkedin.com/jobs/search/?currentJobId=3945927535&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=50,Hybrid,Full-time,Bali,POINT (115.2079136078647 -8.382627730607549),115.2079136078647,-8.382627730607549
Software Engineer,"Computer Science, JavaScript, Linux, Mobile Application Development, Mobile Applications, PHP, Programming, Relational Databases, SQL, and Web Applications",https://www.linkedin.com/jobs/search/?currentJobId=4013930965&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=50,On-site,Full-time,Surabaya,POINT (112.740515 -7.244582),112.740515,-7.244582
.Net C# Developer,"ASP.NET Core, ASP.NET MVC, Amazon Web Services (AWS), C#, Entity Framework (EF) Core, GitHub, Microsoft SQL Server, and Vue.js",https://www.linkedin.com/jobs/search/?currentJobId=3986143391&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=75,Remote,Full-time,Indonesia,POINT (117.343188 -0.878596),117.343188,-0.878596
Technical Recruiter,"Human Resources (HR), Interviewing, Negotiation, Networking, Onboarding, Recruiting, Screening, Social Media, Sourcing, and Technical Recruiting",https://www.linkedin.com/jobs/search/?currentJobId=4016494699&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=75,Remote,,Indonesia,POINT (117.343188 -0.878596),117.343188,-0.878596
Electrical Engineer – Renewable Energy,"AutoCAD, Control Systems Design, Electrical Design, Electrical Engineering, IEC, IEEE, PVSyst, Power Distribution, Power Generation, and Project Design",https://www.linkedin.com/jobs/search/?currentJobId=4016497335&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=75,On-site,Full-time,Jakarta,POINT (106.84634081531794 -6.196639809431919),106.84634081531794,-6.196639809431919
Sales Engineer,"Customer Support, IP Networking, Internet Protocol Suite (TCP/IP), Linux, Networking, Post-Sales, Pre/Post Sales Engineers, Product Demonstration, Python (Programming Language), Sales Engineering, and Technical Support",https://www.linkedin.com/jobs/search/?currentJobId=4005602031&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=75,Hybrid,Contract,Jakarta,POINT (106.84634081531794 -6.196639809431919),106.84634081531794,-6.196639809431919
"UX/UI Engineer, Web3","Design Engineering, Figma (Software), Front-End Design, Front-end Engineering, JavaScript, Product Design, TypeScript, User Experience Design (UED), User Interface Design, and Web Design",https://www.linkedin.com/jobs/search/?currentJobId=4007646471&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=75,Remote,Full-time,Indonesia,POINT (117.343188 -0.878596),117.343188,-0.878596
Cloud Engineer,"Amazon Web Services (AWS), Ansible, Cloud Infrastructure, Continuous Integration and Continuous Delivery (CI/CD), Gitlab, IT Security Best Practices, Infrastructure as code (IaC), Jenkins, Python (Programming Language), and Terraform",https://www.linkedin.com/jobs/search/?currentJobId=4007749217&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=75,Hybrid,Full-time,Jakarta,POINT (106.84634081531794 -6.196639809431919),106.84634081531794,-6.196639809431919
Senior Full Stack Cloud Developer (PHP/Laravel/VueJS/Docker/AWS-GCP/SQL),"Amazon Web Services (AWS), Cascading Style Sheets (CSS), Docker Products, Full-Stack Development, Google Cloud Platform (GCP), Laravel, MySQL, PHP, PostgreSQL, and Vue.js",https://www.linkedin.com/jobs/search/?currentJobId=4011196450&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=75,Remote,Full-time,Jakarta,POINT (106.84634081531794 -6.196639809431919),106.84634081531794,-6.196639809431919
Full Stack Engineer,"Automation, Back-end Operations, Cloud Computing, Continuous Integration and Continuous Delivery (CI/CD), Databases, Front-End Development, Full-Stack Development, Java, Scripting, Virtual Machines, and jQuery",https://www.linkedin.com/jobs/search/?currentJobId=3920679631&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=75,On-site,Full-time,Jakarta,POINT (106.84634081531794 -6.196639809431919),106.84634081531794,-6.196639809431919
Early Childhood Brain Training Coach,"Coaching, Cognitive Behavioral Therapy (CBT), Cognitive Neuroscience, Cognitive Science, Early Childhood Development, Education, Neuroscience, Psychology, Teaching, Working with Children",https://www.linkedin.com/jobs/search/?currentJobId=4018000767&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=75,On-site,Full-time,Jakarta,POINT (106.84634081531794 -6.196639809431919),106.84634081531794,-6.196639809431919
Senior Backend Engineer,"Amazon Web Services (AWS), Cloud Services, Computer Science, Continuous Integration and Continuous Delivery (CI/CD), Google Cloud Platform (GCP), MongoDB, NoSQL, RDBMS, SQL, and Skill Development",https://www.linkedin.com/jobs/search/?currentJobId=4006410047&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=75,Hybrid,Full-time,Jakarta,POINT (106.84634081531794 -6.196639809431919),106.84634081531794,-6.196639809431919
Full Stack Engineer,"ASP.NET, C (Programming Language), C#, Cascading Style Sheets (CSS), Communication, Computer Engineering, Computer Science, Databases, HTML, JavaScript, Software Development, and Technical Skillset",https://www.linkedin.com/jobs/search/?currentJobId=4013041812&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=75,Hybrid,Full-time,Tangerang,POINT (106.65 -6.15),106.65,-6.15
Medical Affairs Manager,"Business Insights, Clinical Trials, Communication, English, Medical Affairs, Medical Review, Project Management, Strategic Thinking, and Team Leadership",https://www.linkedin.com/jobs/search/?currentJobId=3992286142&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=75,On-site,Full-time,Jakarta,POINT (106.84634081531794 -6.196639809431919),106.84634081531794,-6.196639809431919
Sales Engineer,Predictive Maintenance and Sales Engineering,https://www.linkedin.com/jobs/search/?currentJobId=4007754464&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=75,On-site,Full-time,Jakarta,POINT (106.84634081531794 -6.196639809431919),106.84634081531794,-6.196639809431919
Manager - Artificial Intelligence & Data - Financial Services - ID,"Account Planning, Analitik Data, Cloudera, Ilmu Data, Jasa Keuangan, Kecerdasan Buatan (AI), Programming Languages, Project Finance, Scala, Team Problem Solving",https://www.linkedin.com/jobs/search/?currentJobId=4009869119&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=75,On-site,Full-time,Jakarta,POINT (106.84634081531794 -6.196639809431919),106.84634081531794,-6.196639809431919
"Luxury Authentication Team Lead, APAC",,https://www.linkedin.com/jobs/search/?currentJobId=4017391661&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=75,On-site,Full-time,Jakarta,POINT (106.84634081531794 -6.196639809431919),106.84634081531794,-6.196639809431919
Lead Data Engineer,,https://www.linkedin.com/jobs/search/?currentJobId=4009840352&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=75,Hybrid,Full-time,Jakarta,POINT (106.84634081531794 -6.196639809431919),106.84634081531794,-6.196639809431919
Data Science Specialist,Data Science and SQL,https://www.linkedin.com/jobs/search/?currentJobId=3998725784&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=75,On-site,Full-time,Jakarta,POINT (106.84634081531794 -6.196639809431919),106.84634081531794,-6.196639809431919
CVM Data Science - 50091920,,https://www.linkedin.com/jobs/search/?currentJobId=4015926521&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=75,On-site,Full-time,Jakarta,POINT (106.84634081531794 -6.196639809431919),106.84634081531794,-6.196639809431919
"Software Engineer, Data (ML Engineer)","Data Science, Data Structures, Hadoop, Keras, Machine Learning, PostgreSQL, PyTorch, Python (Programming Language), SQL, and TensorFlow",https://www.linkedin.com/jobs/search/?currentJobId=3952661885&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=75,Hybrid,Full-time,Jakarta,POINT (106.84634081531794 -6.196639809431919),106.84634081531794,-6.196639809431919
"Artificial Intelligence Engineer, 2 Hour Learning (Remote) - $100,000/year USD","Angular, Artificial Intelligence (AI), Back-End Web Development, Django, Flask, Front-End Development, Spring Boot, Spring Framework, Svelte, Vue.js",https://www.linkedin.com/jobs/search/?currentJobId=4017074909&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=75,Remote,Full-time,Bandung,POINT (107.608800 -6.899350),107.6088,-6.89935
Data Scientist,"Algorithms, Data Manipulation, Data Science, Data Visualization, Image Editing, Machine Learning, NumPy, Pandas (Software), Pattern Recognition, Time Series Analysis",https://www.linkedin.com/jobs/search/?currentJobId=4005880938&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=75,On-site,Full-time,Jakarta,POINT (106.84634081531794 -6.196639809431919),106.84634081531794,-6.196639809431919
Data Scientist,"Algorithms, Data Manipulation, Data Science, Data Visualization, Image Editing, Machine Learning, NumPy, Pandas (Software), Pattern Recognition, Time Series Analysis",https://www.linkedin.com/jobs/search/?currentJobId=4005880938&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=75,On-site,Full-time,Jakarta,POINT (106.84634081531794 -6.196639809431919),106.84634081531794,-6.196639809431919
"Product Manager Open Platform: Specific from Hardware Company- Networking-Wireless Router / Graphics Card, Power Supply and other accesories","Computer Hardware, Fast-Moving Consumer Goods (FMCG) Sales, Market Research, and Software Project Management",https://www.linkedin.com/jobs/search/?currentJobId=4007756016&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=75,On-site,Full-time,Jakarta,POINT (106.84634081531794 -6.196639809431919),106.84634081531794,-6.196639809431919
Business Development Manager,"Business Development, Communication, Cryptocurrency, FinTech, Sales, Sales Operations, and Sales Processes",https://www.linkedin.com/jobs/search/?currentJobId=4009341692&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=75,On-site,Full-time,Jakarta,POINT (106.84634081531794 -6.196639809431919),106.84634081531794,-6.196639809431919
Spesialis Pengolah Data (Data Scientist Phyton),"Asterisk (PBX), Computer Science, Data Analytics, Data Engineering, Data Science, Matplotlib, Natural Language Processing (NLP), Pandas (Software), Predictive Analytics, R (Programming Language)",https://www.linkedin.com/jobs/search/?currentJobId=4002865584&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=75,On-site,Full-time,Jakarta,POINT (106.84634081531794 -6.196639809431919),106.84634081531794,-6.196639809431919
Data Scientist,,https://www.linkedin.com/jobs/search/?currentJobId=4012115455&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=75,Hybrid,Full-time,Jakarta,POINT (106.84634081531794 -6.196639809431919),106.84634081531794,-6.196639809431919
"Lead DS (Data Scientist) Bangkok based, Relocation provided",,https://www.linkedin.com/jobs/search/?currentJobId=3969211444&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=100,On-site,Full-time,Bali,POINT (115.2079136078647 -8.382627730607549),115.2079136078647,-8.382627730607549
CHINESE SPEAKING VIRTUAL ASSISTANT,,https://www.linkedin.com/jobs/search/?currentJobId=4018411983&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=100,Remote,Full-time,Indonesia,POINT (117.343188 -0.878596),117.343188,-0.878596
"Lead/ Staff Data Scientist (Bangkok based, relocation provided)","Computer Vision, Data Engineering, Data Science, Image Processing, Natural Language Processing (NLP), Pattern Recognition, PySpark, Recommender Systems, Scala, and Statistics",https://www.linkedin.com/jobs/search/?currentJobId=3736670007&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=100,Hybrid,Full-time,Jakarta,POINT (106.84634081531794 -6.196639809431919),106.84634081531794,-6.196639809431919
Swift Developer,"OS X, Objective-C, Swift (Programming Language), SwiftUI, User Experience (UX), and User Interface Design",https://www.linkedin.com/jobs/search/?currentJobId=3964590411&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=100,Hybrid,Full-time,Jakarta,POINT (106.84634081531794 -6.196639809431919),106.84634081531794,-6.196639809431919
[ID] Sales Engineer - BytePlus,"Attitude Change, Demos, Job Skills, Knowledge Acquisition, Presentations, Sales Acumen, Sales Engineering, Server Side, Show Calling, and Strategic Thinking",https://www.linkedin.com/jobs/search/?currentJobId=3358803884&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=100,On-site,Full-time,Jakarta,POINT (106.84634081531794 -6.196639809431919),106.84634081531794,-6.196639809431919
Senior Unity Technical Artist,"3D Graphics, 3D Modeling, Artificial Intelligence (AI), Autodesk 3ds Max, Autodesk Maya, Blender, Scripting, Shader Creation, and Unity",https://www.linkedin.com/jobs/search/?currentJobId=4004946155&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=100,On-site,Full-time,Jakarta,POINT (106.84634081531794 -6.196639809431919),106.84634081531794,-6.196639809431919
Machine Learning Engineer,,https://www.linkedin.com/jobs/search/?currentJobId=4003378605&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=100,On-site,Full-time,Jakarta,POINT (106.84634081531794 -6.196639809431919),106.84634081531794,-6.196639809431919
Associate / Security Analyst ( MDR ),"Cybersecurity, Incident Response, Linux, Managed Detection and Response (MDR), Security Information and Event Management (SIEM), Unix, and Web Application Firewalls",https://www.linkedin.com/jobs/search/?currentJobId=3978066038&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=100,Remote,Full-time,Jakarta,POINT (106.84634081531794 -6.196639809431919),106.84634081531794,-6.196639809431919
SAP ABAP Consultant ( with BTP Experience),"ABAP, ABAP Web Dynpro, Business Technology, OData, SAP HANA, and SAP Implementation",https://www.linkedin.com/jobs/search/?currentJobId=4007747686&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=100,Remote,Full-time,Jakarta,POINT (106.84634081531794 -6.196639809431919),106.84634081531794,-6.196639809431919
Data Engineer,"Deep Learning, Git, Matplotlib, NoSQL, NumPy, Object-Oriented Programming (OOP), Pandas (Software), Python (Programming Language), SQL, and Seaborn",https://www.linkedin.com/jobs/search/?currentJobId=3999421832&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=100,Remote,Contract,Indonesia,POINT (117.343188 -0.878596),117.343188,-0.878596
Data Engineer & Analytics,"Amazon Redshift, Amazon Web Services (AWS), English, Google BigQuery, MySQL, OLAP, PostgreSQL, Python (Programming Language), SQL, and Scala",https://www.linkedin.com/jobs/search/?currentJobId=4012135137&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=100,Hybrid,Full-time,Jakarta,POINT (106.84634081531794 -6.196639809431919),106.84634081531794,-6.196639809431919
Senior Product Manager - Authentication,,https://www.linkedin.com/jobs/search/?currentJobId=4019123230&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=100,On-site,Full-time,Jakarta,POINT (106.84634081531794 -6.196639809431919),106.84634081531794,-6.196639809431919
Data Scientist,,https://www.linkedin.com/jobs/search/?currentJobId=3977766131&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=100,On-site,Full-time,Jakarta,POINT (106.84634081531794 -6.196639809431919),106.84634081531794,-6.196639809431919
"Senior AI Engineer, 2 Hour Learning (Remote) - $100,000/year USD",,https://www.linkedin.com/jobs/search/?currentJobId=4017078962&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=100,Remote,Full-time,Pekanbaru,POINT (101.45 -0.5),101.45,-0.5
Machine Learning Engineer,,https://www.linkedin.com/jobs/search/?currentJobId=3962767832&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=100,On-site,Full-time,Jakarta,POINT (106.84634081531794 -6.196639809431919),106.84634081531794,-6.196639809431919
Data Manager,"Business Insights, Data Analytics, Data Science, Data Visualization, Quality Processes, Statistical Analysis, Team Management, and Visualization",https://www.linkedin.com/jobs/search/?currentJobId=4002199284&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=100,Hybrid,Full-time,Jakarta,POINT (106.84634081531794 -6.196639809431919),106.84634081531794,-6.196639809431919
Data Engineer,,https://www.linkedin.com/jobs/search/?currentJobId=4011346468&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=100,On-site,Full-time,Jakarta,POINT (106.84634081531794 -6.196639809431919),106.84634081531794,-6.196639809431919
"Data Engineering Lead, Data and Analytics (Jakarta, Indonesia)",,https://www.linkedin.com/jobs/search/?currentJobId=3972015021&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=100,Hybrid,Full-time,Jakarta,POINT (106.84634081531794 -6.196639809431919),106.84634081531794,-6.196639809431919
Analytics Engineer,,https://www.linkedin.com/jobs/search/?currentJobId=4007332960&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=100,Remote,Full-time,Indonesia,POINT (117.343188 -0.878596),117.343188,-0.878596
Product Manager,Product Management and Product Service,https://www.linkedin.com/jobs/search/?currentJobId=4014943217&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=100,On-site,Full-time,Jakarta,POINT (106.84634081531794 -6.196639809431919),106.84634081531794,-6.196639809431919
Data Analyst,"Analytical Skills, Analytics, Data Analytics, and English",https://www.linkedin.com/jobs/search/?currentJobId=4003947176&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=100,Hybrid,Full-time,Jakarta,POINT (106.84634081531794 -6.196639809431919),106.84634081531794,-6.196639809431919
Python Data Scientist - LLM Project,,https://www.linkedin.com/jobs/search/?currentJobId=3968308636&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=100,Remote,Contract,Indonesia,POINT (117.343188 -0.878596),117.343188,-0.878596
"Lead DS (Data Scientist) Bangkok based, Relocation provided",,https://www.linkedin.com/jobs/search/?currentJobId=3969208773&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=125,On-site,Full-time,Bandung,POINT (107.608800 -6.899350),107.6088,-6.89935
"Lead/ Staff Data Scientist (Bangkok based, relocation provided)","Computer Vision, Data Engineering, Data Science, Image Processing, Natural Language Processing (NLP), Pattern Recognition, PySpark, Recommender Systems, Scala, and Statistics",https://www.linkedin.com/jobs/search/?currentJobId=3751172775&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=125,Hybrid,Full-time,Bali,POINT (115.2079136078647 -8.382627730607549),115.2079136078647,-8.382627730607549
Data Scientist (Generative AI),,https://www.linkedin.com/jobs/search/?currentJobId=3976644604&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=125,Remote,Contract,Jakarta,POINT (106.84634081531794 -6.196639809431919),106.84634081531794,-6.196639809431919
SAP Advanced Business Application Programming Developer (ABAP),"ABAP, Analytical Skills, Communication, Customer-Focused Service, Debugging, English, Performance Tuning, SAP Products, SAP Sales & Distribution, and SQL",https://www.linkedin.com/jobs/search/?currentJobId=4012470527&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=125,Hybrid,Full-time,Jakarta,POINT (106.84634081531794 -6.196639809431919),106.84634081531794,-6.196639809431919
Warehouse Lead - Yogyakarta,,https://www.linkedin.com/jobs/search/?currentJobId=4018939275&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=125,On-site,Full-time,Yogyakarta,POINT (110.36450235280027 -7.800954474217425),110.36450235280027,-7.800954474217425
Chief Engineer,"Marine Engineering, Oil and Gas, STCW, Seamanship, Tanker Operations, and Tanker Ships",https://www.linkedin.com/jobs/search/?currentJobId=4012118239&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=125,On-site,Full-time,Jakarta,POINT (106.84634081531794 -6.196639809431919),106.84634081531794,-6.196639809431919
Jr Data Scientist,,https://www.linkedin.com/jobs/search/?currentJobId=3834486264&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=125,On-site,Full-time,Jakarta,POINT (106.84634081531794 -6.196639809431919),106.84634081531794,-6.196639809431919
