,Job Title,Job Qualifications,URL,Type,Work Hours,Kota,Georeferenced,Longitude,Latitude
62,Full Stack Engineer,"Automation, Back-end Operations, Cloud Computing, Continuous Integration and Continuous Delivery (CI/CD), Databases, Front-End Development, Full-Stack Development, Java, Scripting, Virtual Machines, and jQuery",https://www.linkedin.com/jobs/search/?currentJobId=3920679631&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=75,On-site,Full-time,Jakarta,POINT (106.84634081531794 -6.196639809431919),106.84634081531794,-6.196639809431919
63,Early Childhood Brain Training Coach,"Coaching, Cognitive Behavioral Therapy (CBT), Cognitive Neuroscience, Cognitive Science, Early Childhood Development, Education, Neuroscience, Psychology, Teaching, Working with Children",https://www.linkedin.com/jobs/search/?currentJobId=4018000767&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=75,On-site,Full-time,Jakarta,POINT (106.84634081531794 -6.196639809431919),106.84634081531794,-6.196639809431919
64,Backend Engineer,"Amazon Web Services (AWS), Cloud Services, Computer Science, Continuous Integration and Continuous Delivery (CI/CD), Google Cloud Platform (GCP), MongoDB, NoSQL, RDBMS, SQL, and Skill Development",https://www.linkedin.com/jobs/search/?currentJobId=4006410047&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=75,Hybrid,Full-time,Jakarta,POINT (106.84634081531794 -6.196639809431919),106.84634081531794,-6.196639809431919
65,Full Stack Engineer,"ASP.NET, C (Programming Language), C#, Cascading Style Sheets (CSS), Communication, Computer Engineering, Computer Science, Databases, HTML, JavaScript, Software Development, and Technical Skillset",https://www.linkedin.com/jobs/search/?currentJobId=4013041812&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=75,Hybrid,Full-time,Tangerang,POINT (106.65 -6.15),106.65,-6.15
66,Medical Affairs,"Business Insights, Clinical Trials, Communication, English, Medical Affairs, Medical Review, Project Management, Strategic Thinking, and Team Leadership",https://www.linkedin.com/jobs/search/?currentJobId=3992286142&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=75,On-site,Full-time,Jakarta,POINT (106.84634081531794 -6.196639809431919),106.84634081531794,-6.196639809431919
67,Sales Engineer,Predictive Maintenance and Sales Engineering,https://www.linkedin.com/jobs/search/?currentJobId=4007754464&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=75,On-site,Full-time,Jakarta,POINT (106.84634081531794 -6.196639809431919),106.84634081531794,-6.196639809431919
68,Artificial Intelligence & Data  Financial Services  ID,"Account Planning, Analitik Data, Cloudera, Ilmu Data, Jasa Keuangan, Kecerdasan Buatan (AI), Programming Languages, Project Finance, Scala, Team Problem Solving",https://www.linkedin.com/jobs/search/?currentJobId=4009869119&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=75,On-site,Full-time,Jakarta,POINT (106.84634081531794 -6.196639809431919),106.84634081531794,-6.196639809431919
69,Data Science,Data Science and SQL,https://www.linkedin.com/jobs/search/?currentJobId=3998725784&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=75,On-site,Full-time,Jakarta,POINT (106.84634081531794 -6.196639809431919),106.84634081531794,-6.196639809431919
70,Software Engineer,"Data Science, Data Structures, Hadoop, Keras, Machine Learning, PostgreSQL, PyTorch, Python (Programming Language), SQL, and TensorFlow",https://www.linkedin.com/jobs/search/?currentJobId=3952661885&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=75,Hybrid,Full-time,Jakarta,POINT (106.84634081531794 -6.196639809431919),106.84634081531794,-6.196639809431919
71,Artificial Intelligence Engineer,"Angular, Artificial Intelligence (AI), Back-End Web Development, Django, Flask, Front-End Development, Spring Boot, Spring Framework, Svelte, Vue.js",https://www.linkedin.com/jobs/search/?currentJobId=4017074909&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=75,Remote,Full-time,Bandung,POINT (107.608800 -6.899350),107.6088,-6.89935
72,Data Scientist,"Algorithms, Data Manipulation, Data Science, Data Visualization, Image Editing, Machine Learning, NumPy, Pandas (Software), Pattern Recognition, Time Series Analysis",https://www.linkedin.com/jobs/search/?currentJobId=4005880938&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=75,On-site,Full-time,Jakarta,POINT (106.84634081531794 -6.196639809431919),106.84634081531794,-6.196639809431919
73,Data Scientist,"Algorithms, Data Manipulation, Data Science, Data Visualization, Image Editing, Machine Learning, NumPy, Pandas (Software), Pattern Recognition, Time Series Analysis",https://www.linkedin.com/jobs/search/?currentJobId=4005880938&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=75,On-site,Full-time,Jakarta,POINT (106.84634081531794 -6.196639809431919),106.84634081531794,-6.196639809431919
74,Spesialis Pengolah Data,"Asterisk (PBX), Computer Science, Data Analytics, Data Engineering, Data Science, Matplotlib, Natural Language Processing (NLP), Pandas (Software), Predictive Analytics, R (Programming Language)",https://www.linkedin.com/jobs/search/?currentJobId=4002865584&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=75,On-site,Full-time,Jakarta,POINT (106.84634081531794 -6.196639809431919),106.84634081531794,-6.196639809431919
75,/ Staff Data Scientist,"Computer Vision, Data Engineering, Data Science, Image Processing, Natural Language Processing (NLP), Pattern Recognition, PySpark, Recommender Systems, Scala, and Statistics",https://www.linkedin.com/jobs/search/?currentJobId=3736670007&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=100,Hybrid,Full-time,Jakarta,POINT (106.84634081531794 -6.196639809431919),106.84634081531794,-6.196639809431919
76,[ID] Sales Engineer  BytePlus,"Attitude Change, Demos, Job Skills, Knowledge Acquisition, Presentations, Sales Acumen, Sales Engineering, Server Side, Show Calling, and Strategic Thinking",https://www.linkedin.com/jobs/search/?currentJobId=3358803884&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=100,On-site,Full-time,Jakarta,POINT (106.84634081531794 -6.196639809431919),106.84634081531794,-6.196639809431919
77,Associate / Security Analyst,"Cybersecurity, Incident Response, Linux, Managed Detection and Response (MDR), Security Information and Event Management (SIEM), Unix, and Web Application Firewalls",https://www.linkedin.com/jobs/search/?currentJobId=3978066038&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=100,Remote,Full-time,Jakarta,POINT (106.84634081531794 -6.196639809431919),106.84634081531794,-6.196639809431919
78,Data Engineer,"Deep Learning, Git, Matplotlib, NoSQL, NumPy, Object-Oriented Programming (OOP), Pandas (Software), Python (Programming Language), SQL, and Seaborn",https://www.linkedin.com/jobs/search/?currentJobId=3999421832&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=100,Remote,Contract,Indonesia,POINT (117.343188 -0.878596),117.343188,-0.878596
79,Data Engineer & Analytics,"Amazon Redshift, Amazon Web Services (AWS), English, Google BigQuery, MySQL, OLAP, PostgreSQL, Python (Programming Language), SQL, and Scala",https://www.linkedin.com/jobs/search/?currentJobId=4012135137&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=100,Hybrid,Full-time,Jakarta,POINT (106.84634081531794 -6.196639809431919),106.84634081531794,-6.196639809431919
80,Data,"Business Insights, Data Analytics, Data Science, Data Visualization, Quality Processes, Statistical Analysis, Team Management, and Visualization",https://www.linkedin.com/jobs/search/?currentJobId=4002199284&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=100,Hybrid,Full-time,Jakarta,POINT (106.84634081531794 -6.196639809431919),106.84634081531794,-6.196639809431919
81,Data Analyst,"Analytical Skills, Analytics, Data Analytics, and English",https://www.linkedin.com/jobs/search/?currentJobId=4003947176&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=100,Hybrid,Full-time,Jakarta,POINT (106.84634081531794 -6.196639809431919),106.84634081531794,-6.196639809431919
82,/ Staff Data Scientist,"Computer Vision, Data Engineering, Data Science, Image Processing, Natural Language Processing (NLP), Pattern Recognition, PySpark, Recommender Systems, Scala, and Statistics",https://www.linkedin.com/jobs/search/?currentJobId=3751172775&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=125,Hybrid,Full-time,Bali,POINT (115.2079136078647 -8.382627730607549),115.2079136078647,-8.382627730607549
83,Chief Engineer,"Marine Engineering, Oil and Gas, STCW, Seamanship, Tanker Operations, and Tanker Ships",https://www.linkedin.com/jobs/search/?currentJobId=4012118239&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=125,On-site,Full-time,Jakarta,POINT (106.84634081531794 -6.196639809431919),106.84634081531794,-6.196639809431919
84,Data Analyst,"Analytical Skills, Dashboard Building, Data Analysis, Data Analytics, Data Visualization, Excel Dashboards, Microsoft Excel, Microsoft Power BI, SQL, VBA Excel, and Visualization",https://www.linkedin.com/jobs/search/?currentJobId=4006593216&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=125,On-site,Full-time,Jakarta,POINT (106.84634081531794 -6.196639809431919),106.84634081531794,-6.196639809431919
85,Health Analyst,"Biochemistry, Biology, Communication, Healthcare Analytics, Laboratory Information Management System (LIMS), Laboratory Skills, Laboratory Techniques, Microbiology, Microscopes, Molecular Biology, and Pathology",https://www.linkedin.com/jobs/search/?currentJobId=3999658505&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=125,On-site,Full-time,Jakarta,POINT (106.84634081531794 -6.196639809431919),106.84634081531794,-6.196639809431919
86,Data Scientist,"Data Science, Presentation Skills, Problem Solving, PyTorch, Python (Programming Language), R (Programming Language), SQL, Scikit-Learn, Statistical Modeling, Tableau, and TensorFlow",https://www.linkedin.com/jobs/search/?currentJobId=4013937462&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=125,Hybrid,Full-time,Jakarta,POINT (106.84634081531794 -6.196639809431919),106.84634081531794,-6.196639809431919
87,Data Engineer,"Amazon Web Services (AWS), Docker Products, Python (Programming Language), SQL, and Software Development Life Cycle (SDLC)",https://www.linkedin.com/jobs/search/?currentJobId=3979555386&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=150,On-site,Contract,Jakarta,POINT (106.84634081531794 -6.196639809431919),106.84634081531794,-6.196639809431919
88,Core Data Architect,"Azure Data Factory, Azure Data Lake, Azure Databricks, Big Data, Data Architecture, Data Warehouse Architecture, ETL Tools, Extract, Transform, Load (ETL), and Microsoft Azure",https://www.linkedin.com/jobs/search/?currentJobId=4001665019&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=150,On-site,Full-time,Jakarta,POINT (106.84634081531794 -6.196639809431919),106.84634081531794,-6.196639809431919
89,Data/Platform Network Engineer,"Amazon Web Services (AWS), Bash, Google Cloud Platform (GCP), Linux, Microsoft Azure, and Python (Programming Language)",https://www.linkedin.com/jobs/search/?currentJobId=4015197004&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=150,Remote,Contract,Indonesia,POINT (117.343188 -0.878596),117.343188,-0.878596
90,L2 SOC Analyst,"Crowdstrike Falcon, Identity and Access Management (IAM), Microsoft Defender, and Security Incident Response",https://www.linkedin.com/jobs/search/?currentJobId=4017688485&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=175,Remote,Contract,Indonesia,POINT (117.343188 -0.878596),117.343188,-0.878596
91,/ Staff Data Scientist,"Computer Vision, Data Engineering, Data Science, Image Processing, Natural Language Processing (NLP), Pattern Recognition, PySpark, Recommender Systems, Scala, and Statistics",https://www.linkedin.com/jobs/search/?currentJobId=3736663953&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=175,Hybrid,Full-time,Bandung,POINT (107.608800 -6.899350),107.6088,-6.89935
92,Data Science,"Analytical Skills, Data Analytics, Data Science, Machine Learning, Skill Development, Teaching, and University Lecturing",https://www.linkedin.com/jobs/search/?currentJobId=3917518314&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=175,On-site,Full-time,Tangerang,POINT (106.65 -6.15),106.65,-6.15
93,Ecommerce Data Analyst,"Analytical Skills, Data Analysis, Data Analytics, Data Modeling, Data Visualization, Databases, Extract, Transform, Load (ETL), Google Data Studio, Marketing Data Analysis, Problem Solving, SQL, and Statistics",https://www.linkedin.com/jobs/search/?currentJobId=4018561678&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=175,Remote,Contract,Indonesia,POINT (117.343188 -0.878596),117.343188,-0.878596
94,Machine Learning Engineer,"Natrual Language Processing, Machine Learning, Feature Extraction, Evaluate Model, Collaboration",https://www.linkedin.com/jobs/search/?currentJobId=3997376133&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=225,On-site,Full-time,Jakarta,POINT (106.84634081531794 -6.196639809431919),106.84634081531794,-6.196639809431919
95,Data Scientist   Bandung,"Data Science, Machine Learning, Python (Programming Language), and SQL",https://www.linkedin.com/jobs/search/?currentJobId=4016466287&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=225,On-site,Full-time,Bandung,POINT (107.608800 -6.899350),107.6088,-6.89935
96,Data Engineer,"Analytics, Big Data, Data Analytics, Data Engineering, Data Warehousing, Java, Linux, MySQL, Python (Programming Language), SQL, and Snowflake",https://www.linkedin.com/jobs/search/?currentJobId=4008393311&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=225,On-site,Full-time,Jakarta,POINT (106.84634081531794 -6.196639809431919),106.84634081531794,-6.196639809431919
97,Data Center Engineer,"Active Directory, Data Centers, High Availability (HA), Information Technology, Microsoft Exchange, Microsoft Products, Operating Systems, Red Hat Linux, Replication (Computing), SAP Products, and Server Management",https://www.linkedin.com/jobs/search/?currentJobId=4008370672&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=225,On-site,Full-time,Jakarta,POINT (106.84634081531794 -6.196639809431919),106.84634081531794,-6.196639809431919
98,Security Engineer  Blue Team,"Burp Suite, Cybersecurity, Ethical Hacking, Firewalls, GPEN, Metasploit, OSCP, Python (Programming Language), Security Information and Event Management (SIEM), and Vulnerability Assessment",https://www.linkedin.com/jobs/search/?currentJobId=4004277562&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=225,Hybrid,Full-time,Jakarta,POINT (106.84634081531794 -6.196639809431919),106.84634081531794,-6.196639809431919
99,Data Analyst,"Analytical Skills, Applied Mathematics, Data Analysis, Data Analytics, Mathematics Education, SQL, and Visualization",https://www.linkedin.com/jobs/search/?currentJobId=4013933868&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=250,Hybrid,Full-time,Jakarta,POINT (106.84634081531794 -6.196639809431919),106.84634081531794,-6.196639809431919
100,Data Engineer,"Apache Spark, Data Analysis, Data Analytics, Data Engineering, Data Marts, Data Science, Data Warehousing, Databases, Extract, Transform, Load (ETL), and OLAP Cubes",https://www.linkedin.com/jobs/search/?currentJobId=4017510683&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=300,On-site,Contract,Jakarta,POINT (106.84634081531794 -6.196639809431919),106.84634081531794,-6.196639809431919
101,Data Engineer,"Cloud Computing, Data Pipelines, Data Warehousing, English, Google Cloud Platform (GCP), Java, Presales, Python (Programming Language), SQL, and Technical Leadership",https://www.linkedin.com/jobs/search/?currentJobId=3994132976&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=300,Hybrid,Full-time,Jakarta,POINT (106.84634081531794 -6.196639809431919),106.84634081531794,-6.196639809431919
102,Data Analyst,"A/B Testing, Business Insights, Data Analysis, Data Analytics, Hypothesis Testing, Marketing, Marketing Mix Modeling, SQL, and Statistics",https://www.linkedin.com/jobs/search/?currentJobId=4016174570&distance=25&geoId=102478259&keywords=Data%20Scientist&origin=JOB_SEARCH_PAGE_KEYWORD_HISTORY&refresh=true&start=400,On-site,Full-time,Jakarta,POINT (106.84634081531794 -6.196639809431919),106.84634081531794,-6.196639809431919
